date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:48	29025/29025	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:47%20GMT	https://www.mischunches.com/es/blog/beneficios-de-un-sitio-web/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/blog/beneficios-de-un-sitio-web/index.html	(from https://www.mischunches.com/)
11:44:48	1234/1234	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Dec%202018%2023:11:04%20GMT	https://www.share.sitiosweb-costarica.com/img/content/html5.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/content/html5.jpg	(from https://www.mischunches.com/)
11:44:48	1782/1782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Dec%202018%2023:11:05%20GMT	https://www.share.sitiosweb-costarica.com/img/content/mobile-friendly.jpg	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/content/mobile-friendly.jpg	(from https://www.mischunches.com/)
11:44:48	30154/30154	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:48%20GMT	https://www.mischunches.com/es/blog/consejos-de-como-elegir-el-dominio-para-una-pagina-web/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/blog/consejos-de-como-elegir-el-dominio-para-una-pagina-web/index.html	(from https://www.mischunches.com/)
11:44:49	375/375	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Dec%202018%2023:07:07%20GMT	https://www.share.sitiosweb-costarica.com/img/brand/mischunches_favicon.png	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/img/brand/mischunches_favicon.png	(from https://www.mischunches.com/)
11:44:49	33518/33518	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:48%20GMT	https://www.mischunches.com/es/blog/elementos-importantes-de-la-pagina-de-inicio-de-un-sitio-web/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/blog/elementos-importantes-de-la-pagina-de-inicio-de-un-sitio-web/index.html	(from https://www.mischunches.com/)
11:44:50	30415/30415	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:49%20GMT	https://www.mischunches.com/es/blog/diseno-de-sitios-web-para-abogados/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/blog/diseno-de-sitios-web-para-abogados/index.html	(from https://www.mischunches.com/)
11:44:51	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a637bd4-1538f%22	https://code.jquery.com/jquery-3.3.1.min.js	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/code.jquery.com/jquery-3.3.1.min.js	(from https://www.mischunches.com/)
11:44:51	32356/32356	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:50%20GMT	https://www.mischunches.com/es/blog/diseno-de-sitios-web-para-asociaciones-solidaristas/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/blog/diseno-de-sitios-web-para-asociaciones-solidaristas/index.html	(from https://www.mischunches.com/)
11:44:52	20973/20973	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bfeaf46-51ed%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.6/umd/popper.min.js	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.6/umd/popper.min.js	(from https://www.mischunches.com/)
11:44:52	22879/22879	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:51%20GMT	https://www.mischunches.com/es/empresa-diseno-web/terminos-condiciones-uso/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/empresa-diseno-web/terminos-condiciones-uso/index.html	(from https://www.mischunches.com/)
11:44:52	30615/30615	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:51%20GMT	https://www.mischunches.com/es/blog/diseno-de-sitios-web-para-pymes-en-costa-rica/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/blog/diseno-de-sitios-web-para-pymes-en-costa-rica/index.html	(from https://www.mischunches.com/)
11:44:52	26729/26729	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:51%20GMT	https://www.mischunches.com/es/servicios-diseno-web/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/servicios-diseno-web/index.html	(from https://www.mischunches.com/)
11:44:53	30096/30096	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:51%20GMT	https://www.mischunches.com/es/empresa-diseno-web/contratacion-servicios-diseno-web/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/empresa-diseno-web/contratacion-servicios-diseno-web/index.html	(from https://www.mischunches.com/)
11:44:53	55775/55775	---M-Z	200	added ('OK')	text/javascript	etag:%221545419986%22	https://stackpath.bootstrapcdn.com/bootstrap/4.2.1/js/bootstrap.min.js	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/stackpath.bootstrapcdn.com/bootstrap/4.2.1/js/bootstrap.min.js	(from https://www.mischunches.com/)
11:44:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Jan%202019%2017:44:52%20GMT	https://www.mischunches.com/es/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/index.html	(from https://www.mischunches.com/)
11:44:53	28152/28152	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jan%202019%2017:44:52%20GMT	https://www.mischunches.com/es/empresa-diseno-web/politica-privacidad/	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.mischunches.com/es/empresa-diseno-web/politica-privacidad/index.html	(from https://www.mischunches.com/)
11:44:54	8343/8343	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Dec%202018%2012:24:47%20GMT	https://www.share.sitiosweb-costarica.com/js/wow.min.js	C:/Users/JoeAlv/Desktop/Nueva%20carpeta/sitiocr/www.share.sitiosweb-costarica.com/js/wow.min.js	(from https://www.mischunches.com/)
